id,order_id,ship_date,ship_mode,postal_code,state,shipping_cost,delivery_status
NULL,103723,2015/12/06,Standard Class,98105,Washington,9.45,1
NULL,103730,2016/06/15,First Class,19805,Delaware,19.50,1
NULL,103793,2015/03/31,Standard Class,33142,Florida,9.45,1
NULL,103828,2017/08/13,Same Day,94122,California,24.50,1
NULL,103849,2014/05/16,Standard Class,76106,Texas,9.45,1
NULL,103877,2017/09/14,Standard Class,64055,Missouri,9.45,1
NULL,103891,2016/07/19,Standard Class,90008,California,9.45,1
NULL,103905,2014/07/20,Standard Class,60505,Illinois,9.45,1
NULL,103940,2014/09/21,Standard Class,98103,Washington,9.45,1
NULL,103947,2016/04/08,Standard Class,85635,Arizona,9.45,1
NULL,103961,2015/11/09,Standard Class,62301,Illinois,9.45,1
NULL,103996,2015/03/31,Second Class,92105,California,12.40,1
NULL,104003,2017/10/13,Standard Class,94110,California,9.45,1
NULL,104066,2017/12/10,Standard Class,5408,Vermont,9.45,0
NULL,104080,2017/03/15,Standard Class,92804,California,9.45,1
NULL,104129,2015/03/02,Standard Class,2908,Rhode Island,9.45,1
NULL,104157,2016/07/29,Standard Class,39212,Mississippi,9.45,1
NULL,104220,2017/02/05,Standard Class,50315,Iowa,9.45,1
NULL,104269,2014/03/06,Second Class,98115,Washington,12.40,1
NULL,104283,2014/07/01,Standard Class,38671,Mississippi,9.45,1
NULL,104346,2015/12/16,Standard Class,80906,Colorado,9.45,1
NULL,104381,2017/12/23,Standard Class,14609,New York,9.45,0
NULL,104430,2015/10/26,Standard Class,61701,Illinois,9.45,1
NULL,104472,2014/06/07,Standard Class,84057,Utah,9.45,1
NULL,104514,2015/01/04,Second Class,19711,Delaware,12.40,1
NULL,104626,2015/09/08,Standard Class,2038,Massachusetts,9.45,1
NULL,104640,2017/11/16,Standard Class,10024,New York,9.45,0
NULL,104647,2017/03/01,Standard Class,90008,California,9.45,1
NULL,104738,2015/01/01,Second Class,78041,Texas,12.40,1
NULL,104745,2017/06/04,Standard Class,78550,Texas,9.45,1
NULL,104773,2014/12/13,Standard Class,77041,Texas,9.45,1
NULL,104780,2014/05/25,Standard Class,92037,California,9.45,1
NULL,104794,2016/12/19,First Class,10009,New York,19.50,1
NULL,104801,2017/02/19,Standard Class,98105,Washington,9.45,1
NULL,104941,2015/06/19,Standard Class,35601,Alabama,9.45,1
NULL,104955,2017/03/24,Standard Class,10024,New York,9.45,1
NULL,104969,2016/04/14,Standard Class,45373,Ohio,9.45,1
NULL,105018,2016/12/02,Standard Class,6824,Connecticut,9.45,1
NULL,105046,2017/07/23,Standard Class,13440,New York,9.45,1
NULL,105053,2017/07/09,Second Class,11561,New York,12.40,1
NULL,105074,2017/06/29,Standard Class,44312,Ohio,9.45,1
NULL,105102,2015/09/19,Second Class,10035,New York,12.40,1
NULL,105144,2017/11/11,Standard Class,75051,Texas,9.45,0
NULL,105172,2014/04/09,Standard Class,94109,California,9.45,1
NULL,105214,2017/06/19,First Class,94122,California,19.50,1
NULL,105221,2015/11/03,First Class,19140,Pennsylvania,19.50,1
NULL,105235,2017/12/11,Standard Class,10011,New York,9.45,0
NULL,105284,2016/12/01,Standard Class,19143,Pennsylvania,9.45,1
NULL,105340,2014/11/25,First Class,77506,Texas,19.50,1
NULL,105347,2015/11/28,Standard Class,90004,California,9.45,1
NULL,105389,2017/10/28,Second Class,78207,Texas,12.40,1
NULL,105410,2017/03/22,First Class,94110,California,19.50,1
NULL,105445,2017/02/25,Second Class,80027,Colorado,12.40,1
NULL,105480,2017/12/26,Standard Class,14609,New York,9.45,0
NULL,105494,2016/11/12,First Class,94122,California,19.50,1
NULL,105578,2016/06/04,Standard Class,80134,Colorado,9.45,1
NULL,105585,2016/08/27,First Class,95123,California,19.50,1
NULL,105599,2015/09/07,Same Day,10011,New York,24.50,1
NULL,105627,2015/03/12,Standard Class,53142,Wisconsin,9.45,1
NULL,105634,2015/11/14,Standard Class,2038,Massachusetts,9.45,1
NULL,105690,2015/11/26,Second Class,77642,Texas,12.40,1
NULL,105725,2015/02/24,Standard Class,90805,California,9.45,1
NULL,105760,2016/06/20,First Class,94110,California,19.50,1
NULL,105767,2014/05/27,Standard Class,19134,Pennsylvania,9.45,1
NULL,105809,2017/02/23,First Class,92105,California,19.50,1
NULL,105816,2016/12/17,Standard Class,10024,New York,9.45,1
NULL,105851,2017/03/20,Standard Class,80219,Colorado,9.45,1
NULL,105886,2017/12/23,Standard Class,11572,New York,9.45,0
NULL,105893,2014/11/18,Standard Class,53711,Wisconsin,9.45,1
NULL,105900,2016/09/23,Standard Class,47201,Indiana,9.45,1
NULL,105914,2017/10/08,Standard Class,90036,California,9.45,1
NULL,105970,2015/03/07,Standard Class,47374,Indiana,9.45,1
NULL,105984,2014/11/24,Same Day,43229,Ohio,24.50,1
NULL,106033,2017/10/18,Second Class,94110,California,12.40,1
NULL,106068,2017/10/28,Standard Class,78745,Texas,9.45,1
NULL,106131,2017/01/16,First Class,80013,Colorado,19.50,1
NULL,106180,2017/09/23,Standard Class,94122,California,9.45,1
NULL,106229,2014/06/11,Second Class,60505,Illinois,12.40,1
NULL,106264,2014/12/30,Standard Class,92024,California,9.45,1
NULL,106306,2016/03/08,Same Day,85301,Arizona,24.50,1
NULL,106320,2015/09/30,Standard Class,84057,Utah,9.45,1
NULL,106334,2015/01/02,Standard Class,94122,California,9.45,1
NULL,106341,2016/10/23,First Class,43055,Ohio,19.50,1
NULL,106376,2014/12/10,Standard Class,85234,Arizona,9.45,1
NULL,106383,2016/03/21,Second Class,80122,Colorado,12.40,1
NULL,106439,2014/11/04,Standard Class,90049,California,9.45,1
NULL,106530,2016/05/08,Same Day,44105,Ohio,24.50,1
NULL,106537,2017/08/17,Standard Class,32839,Florida,9.45,1
NULL,106558,2016/01/21,Standard Class,31907,Georgia,9.45,1
NULL,106565,2015/03/23,First Class,53209,Wisconsin,19.50,1
NULL,106663,2017/06/13,Standard Class,60653,Illinois,9.45,1
NULL,106677,2016/11/10,Standard Class,19134,Pennsylvania,9.45,1
NULL,106719,2014/08/24,Same Day,59102,Montana,24.50,1
NULL,106803,2015/01/02,Standard Class,55016,Minnesota,9.45,1
NULL,106810,2014/05/20,Standard Class,33710,Florida,9.45,1
NULL,106831,2017/06/03,First Class,43017,Ohio,19.50,1
NULL,106852,2017/06/27,Standard Class,44134,Ohio,9.45,1
NULL,106859,2017/03/18,Second Class,87105,New Mexico,12.40,1
NULL,106894,2016/02/07,Same Day,22153,Virginia,24.50,1
NULL,106943,2017/11/19,Standard Class,10035,New York,9.45,0
NULL,106964,2017/12/20,First Class,90045,California,19.50,0
NULL,106978,2015/10/04,Standard Class,80013,Colorado,9.45,1
NULL,106992,2014/09/21,Second Class,77036,Texas,12.40,1
NULL,107125,2017/12/02,Standard Class,90045,California,9.45,0
NULL,107139,2014/07/11,Standard Class,90004,California,9.45,1
NULL,107153,2014/10/03,Standard Class,1841,Massachusetts,9.45,1
NULL,107167,2017/06/14,Standard Class,32216,Florida,9.45,1
NULL,107181,2014/02/08,Standard Class,92024,California,9.45,1
NULL,107202,2016/05/28,Standard Class,89431,Nevada,9.45,1
NULL,107216,2016/06/17,First Class,94122,California,19.50,1
NULL,107272,2017/11/12,Standard Class,85023,Arizona,9.45,0
NULL,107293,2017/09/06,First Class,98115,Washington,19.50,1
NULL,107328,2016/08/15,Standard Class,90036,California,9.45,1
NULL,107349,2015/07/15,First Class,77095,Texas,19.50,1
NULL,107440,2016/04/20,Standard Class,8701,New Jersey,9.45,1
NULL,107454,2014/11/06,Standard Class,10024,New York,9.45,1
NULL,107461,2017/12/26,Second Class,29203,South Carolina,12.40,0
NULL,107594,2014/07/06,Standard Class,7060,New Jersey,9.45,1
NULL,107615,2016/03/25,First Class,89031,Nevada,19.50,1
NULL,107636,2017/05/02,First Class,6040,Connecticut,19.50,1
NULL,107699,2014/05/23,Standard Class,48640,Michigan,9.45,1
NULL,107720,2017/11/13,Standard Class,7090,New Jersey,9.45,0
NULL,107727,2017/10/23,Second Class,77095,Texas,12.40,1
NULL,107748,2017/12/12,Second Class,95207,California,12.40,0
NULL,107755,2014/02/12,Standard Class,7036,New Jersey,9.45,1
NULL,107818,2014/09/14,Standard Class,99301,Washington,9.45,1
NULL,107832,2017/11/26,Second Class,19120,Pennsylvania,12.40,0
NULL,107909,2017/09/06,Standard Class,98052,Washington,9.45,1
NULL,107916,2014/08/26,First Class,11572,New York,19.50,1
NULL,107937,2015/05/08,Standard Class,91911,California,9.45,1
NULL,108063,2017/12/05,First Class,22901,Virginia,19.50,0
NULL,108070,2017/04/20,Standard Class,95123,California,9.45,1
NULL,108091,2017/11/21,Standard Class,92025,California,9.45,0
NULL,108098,2016/10/18,Standard Class,98115,Washington,9.45,1
NULL,108112,2017/11/20,Standard Class,33023,Florida,9.45,0
NULL,108189,2014/10/05,First Class,85281,Arizona,19.50,1
NULL,108245,2017/09/27,Standard Class,77581,Texas,9.45,1
NULL,108273,2014/12/21,Standard Class,77340,Texas,9.45,1
NULL,108434,2016/12/07,Second Class,10024,New York,12.40,1
NULL,108441,2017/06/18,Standard Class,10035,New York,9.45,1
NULL,108455,2016/12/08,Standard Class,94122,California,9.45,1
NULL,108504,2016/02/05,Same Day,30080,Georgia,24.50,1
NULL,108553,2017/04/29,Standard Class,10024,New York,9.45,1
NULL,108560,2017/07/15,Standard Class,98031,Washington,9.45,1
NULL,108567,2016/05/24,Standard Class,34952,Florida,9.45,1
NULL,108574,2017/10/11,Standard Class,90045,California,9.45,1
NULL,108581,2016/06/26,Standard Class,75007,Texas,9.45,1
NULL,108616,2016/10/03,Standard Class,36608,Alabama,9.45,1
NULL,108644,2016/10/03,First Class,62301,Illinois,19.50,1
NULL,108665,2015/07/10,Standard Class,10011,New York,9.45,1
NULL,108707,2014/10/29,Standard Class,33311,Florida,9.45,1
NULL,108777,2016/12/12,Same Day,44052,Ohio,24.50,1
NULL,108868,2016/09/12,Standard Class,75081,Texas,9.45,1
NULL,108882,2016/01/15,Standard Class,93727,California,9.45,1
NULL,108966,2015/10/18,Standard Class,33311,Florida,9.45,1
NULL,108987,2016/09/10,Second Class,77036,Texas,12.40,1
NULL,109036,2014/12/25,Standard Class,98103,Washington,9.45,1
NULL,109057,2016/04/27,Standard Class,60505,Illinois,9.45,1
NULL,109162,2014/06/12,Standard Class,37620,Tennessee,9.45,1
NULL,109176,2016/05/15,Standard Class,19140,Pennsylvania,9.45,1
NULL,109218,2014/07/03,Second Class,90004,California,12.40,1
NULL,109232,2014/01/16,Second Class,29464,South Carolina,12.40,1
NULL,109253,2017/08/22,First Class,94601,California,19.50,1
NULL,109344,2016/02/11,Second Class,27604,North Carolina,12.40,1
NULL,109365,2016/11/08,Standard Class,90049,California,9.45,1
NULL,109407,2016/01/26,Second Class,39503,Mississippi,12.40,1
NULL,109470,2016/01/03,Second Class,42420,Kentucky,12.40,1
NULL,109484,2017/11/12,Standard Class,97206,Oregon,9.45,0
NULL,109491,2014/02/26,Standard Class,47374,Indiana,9.45,1
NULL,109512,2015/03/05,Same Day,10011,New York,24.50,1
NULL,109575,2015/09/23,Standard Class,20735,Maryland,9.45,1
NULL,109589,2017/12/24,First Class,42104,Kentucky,19.50,0
NULL,109638,2015/12/22,Standard Class,98115,Washington,9.45,1
NULL,109701,2017/12/03,Same Day,90032,California,24.50,0
NULL,109708,2015/05/28,Second Class,38401,Tennessee,12.40,1
NULL,109736,2015/10/11,First Class,94109,California,19.50,1
NULL,109757,2017/09/09,Second Class,44312,Ohio,12.40,1
NULL,109778,2017/07/21,Standard Class,60098,Illinois,9.45,1
NULL,109806,2016/09/22,Standard Class,90036,California,9.45,1
NULL,109820,2016/11/22,First Class,45231,Ohio,19.50,1
NULL,109869,2016/04/29,Standard Class,85023,Arizona,9.45,1
NULL,109911,2016/05/16,Standard Class,23464,Virginia,9.45,1
NULL,109939,2015/05/12,Standard Class,97301,Oregon,9.45,1
NULL,109946,2017/04/21,Standard Class,60610,Illinois,9.45,1
NULL,109960,2017/12/11,Second Class,48234,Michigan,12.40,0
NULL,110016,2015/12/04,Standard Class,48227,Michigan,9.45,1
NULL,110023,2016/09/11,First Class,10024,New York,19.50,1
NULL,110030,2014/12/08,Second Class,77095,Texas,12.40,1
NULL,110044,2016/07/02,Second Class,60610,Illinois,12.40,1
NULL,110093,2015/12/08,Standard Class,19134,Pennsylvania,9.45,1
NULL,110156,2016/11/24,Standard Class,77041,Texas,9.45,1
NULL,110163,2015/11/04,First Class,97301,Oregon,19.50,1
NULL,110170,2016/10/03,Standard Class,77340,Texas,9.45,1
NULL,110184,2014/07/16,Standard Class,90036,California,9.45,1
NULL,110254,2016/08/08,Standard Class,23434,Virginia,9.45,1
NULL,110352,2014/11/29,Standard Class,77036,Texas,9.45,1
NULL,110373,2017/10/30,Second Class,60610,Illinois,12.40,1
NULL,110380,2017/09/07,Standard Class,94122,California,9.45,1
NULL,110408,2014/10/20,Second Class,36116,Alabama,12.40,1
NULL,110457,2015/03/06,Standard Class,98103,Washington,9.45,1
NULL,110478,2017/03/09,Standard Class,90045,California,9.45,1
NULL,110499,2016/04/09,First Class,94110,California,19.50,1
NULL,110527,2014/08/16,Standard Class,92037,California,9.45,1
NULL,110569,2015/05/30,Standard Class,85023,Arizona,9.45,1
NULL,110576,2017/12/02,Standard Class,19120,Pennsylvania,9.45,0
NULL,110604,2017/05/20,Standard Class,98103,Washington,9.45,1
NULL,110632,2015/03/22,Second Class,10009,New York,12.40,1
NULL,110639,2014/08/23,Same Day,10009,New York,24.50,1
NULL,110667,2015/04/08,Standard Class,10009,New York,9.45,1
NULL,110674,2014/02/18,Standard Class,94521,California,9.45,1
NULL,110772,2016/11/24,Second Class,43229,Ohio,12.40,1
NULL,110786,2015/01/02,Standard Class,94110,California,9.45,1
NULL,110842,2017/11/16,Standard Class,90036,California,9.45,0
NULL,110849,2014/04/23,Standard Class,90049,California,9.45,1
NULL,110884,2017/03/12,Standard Class,10035,New York,9.45,1
NULL,110905,2017/09/15,Second Class,65807,Missouri,12.40,1
NULL,110926,2017/11/23,Standard Class,22304,Virginia,9.45,0
NULL,110947,2015/06/15,Standard Class,23666,Virginia,9.45,1
NULL,110996,2017/11/25,Standard Class,91761,California,9.45,0
NULL,111003,2014/06/06,Standard Class,8701,New Jersey,9.45,1
NULL,111010,2016/01/28,Standard Class,7960,New Jersey,9.45,1
NULL,111024,2017/07/06,Second Class,43130,Ohio,12.40,1
NULL,111059,2014/02/06,Second Class,98105,Washington,12.40,1
NULL,111094,2015/07/13,Standard Class,2038,Massachusetts,9.45,1
NULL,111115,2016/07/27,Second Class,90032,California,12.40,1
NULL,111150,2015/01/04,Standard Class,65203,Missouri,9.45,1
NULL,111164,2015/04/15,Standard Class,10009,New York,9.45,1
NULL,111199,2015/11/17,Standard Class,28540,North Carolina,9.45,1
NULL,111234,2015/02/22,Standard Class,90004,California,9.45,1
NULL,111290,2016/07/26,Standard Class,48185,Michigan,9.45,1
NULL,111325,2015/02/28,First Class,16602,Pennsylvania,19.50,1
NULL,111332,2017/05/22,Second Class,58103,North Dakota,12.40,1
NULL,111374,2017/02/28,Standard Class,19134,Pennsylvania,9.45,1
NULL,111395,2015/11/27,Standard Class,78207,Texas,9.45,1
NULL,111416,2016/09/22,Standard Class,10035,New York,9.45,1
NULL,111423,2017/08/19,First Class,13601,New York,19.50,1
NULL,111451,2014/12/28,First Class,80906,Colorado,19.50,1
NULL,111493,2016/10/22,First Class,21215,Maryland,19.50,1
NULL,111500,2014/08/21,Standard Class,72209,Arkansas,9.45,1
NULL,111507,2015/02/13,Standard Class,98006,Washington,9.45,1
NULL,111514,2015/09/02,First Class,94122,California,19.50,1
NULL,111556,2017/11/22,First Class,10035,New York,19.50,0
NULL,111647,2017/07/07,Standard Class,75023,Texas,9.45,1
NULL,111682,2016/06/18,First Class,12180,New York,19.50,1
NULL,111689,2017/12/02,Second Class,10024,New York,12.40,0
NULL,111696,2016/05/10,First Class,90004,California,19.50,1
NULL,111703,2015/07/09,Standard Class,33021,Florida,9.45,1
NULL,111745,2017/11/06,First Class,87401,New Mexico,19.50,0
NULL,111808,2017/12/20,Standard Class,74133,Oklahoma,9.45,0
NULL,111815,2017/03/10,Standard Class,48127,Michigan,9.45,1
NULL,111829,2015/03/20,First Class,98115,Washington,19.50,1
NULL,111913,2016/08/06,Second Class,95823,California,12.40,1
NULL,111920,2017/10/26,Standard Class,74133,Oklahoma,9.45,1
NULL,111927,2015/11/19,Standard Class,19901,Delaware,9.45,1
NULL,111990,2015/11/13,Standard Class,77095,Texas,9.45,1
NULL,112014,2015/08/20,Standard Class,92399,California,9.45,1
NULL,112025,2016/08/04,Standard Class,77070,Texas,9.45,1
NULL,112039,2017/03/29,Standard Class,78207,Texas,9.45,1
NULL,112102,2016/04/16,Standard Class,22153,Virginia,9.45,1
NULL,112109,2016/07/12,Standard Class,80020,Colorado,9.45,1
NULL,112116,2015/03/18,Second Class,98103,Washington,12.40,1
NULL,112123,2016/03/08,Standard Class,19711,Delaware,9.45,1
NULL,112130,2015/05/07,Standard Class,19140,Pennsylvania,9.45,1
NULL,112158,2014/12/04,First Class,10035,New York,19.50,1
NULL,112200,2014/11/28,Standard Class,60440,Illinois,9.45,1
NULL,112326,2014/01/08,Standard Class,60540,Illinois,9.45,1
NULL,112333,2017/04/14,Standard Class,7060,New Jersey,9.45,1
NULL,112375,2015/12/27,Standard Class,32114,Florida,9.45,1
NULL,112389,2016/11/02,Standard Class,8302,New Jersey,9.45,1
NULL,112403,2014/03/31,Same Day,19120,Pennsylvania,24.50,1
NULL,112452,2015/04/04,Same Day,48911,Michigan,24.50,1
NULL,112487,2017/12/30,Standard Class,43229,Ohio,9.45,0
NULL,112508,2015/03/30,Standard Class,33065,Florida,9.45,1
NULL,112515,2017/09/21,Second Class,84604,Utah,12.40,1
NULL,112529,2017/11/21,First Class,78207,Texas,19.50,0
NULL,112536,2017/05/23,Standard Class,78501,Texas,9.45,1
NULL,112564,2014/04/24,First Class,19134,Pennsylvania,19.50,1
NULL,112613,2017/06/01,Standard Class,77070,Texas,9.45,1
NULL,112697,2016/12/20,Second Class,33319,Florida,12.40,1
NULL,112718,2014/12/21,Standard Class,32216,Florida,9.45,1
NULL,112725,2017/02/06,Standard Class,94110,California,9.45,1
NULL,112753,2017/06/23,Standard Class,90032,California,9.45,1
NULL,112809,2017/08/22,Standard Class,75220,Texas,9.45,1
NULL,112865,2017/05/22,Standard Class,19140,Pennsylvania,9.45,1
NULL,112872,2014/12/11,Second Class,97477,Oregon,12.40,1
NULL,112914,2014/09/30,Standard Class,77041,Texas,9.45,1
NULL,112928,2017/06/05,Second Class,43615,Ohio,12.40,1
NULL,112942,2016/02/18,Standard Class,90045,California,9.45,1
NULL,112956,2017/08/27,Standard Class,21044,Maryland,9.45,1
NULL,112977,2016/03/16,Standard Class,11561,New York,9.45,1
NULL,113047,2014/10/24,Same Day,29730,South Carolina,24.50,1
NULL,113061,2016/04/26,Standard Class,65109,Missouri,9.45,1
NULL,113110,2015/03/23,Standard Class,92404,California,9.45,1
NULL,113138,2016/11/25,Standard Class,14304,New York,9.45,1
NULL,113145,2015/11/05,Standard Class,10011,New York,9.45,1
NULL,113173,2015/11/17,Second Class,60653,Illinois,12.40,1
NULL,113243,2016/06/15,Standard Class,90045,California,9.45,1
NULL,113320,2014/12/15,Second Class,94601,California,12.40,1
NULL,113327,2015/05/29,Second Class,28540,North Carolina,12.40,1
NULL,113355,2017/12/05,Standard Class,75051,Texas,9.45,0
NULL,113404,2015/07/16,Same Day,94122,California,24.50,1
NULL,113418,2017/10/03,First Class,10035,New York,19.50,1
NULL,113474,2017/03/31,First Class,73120,Oklahoma,19.50,1
NULL,113481,2017/01/04,First Class,28540,North Carolina,19.50,1
NULL,113509,2016/03/19,Standard Class,19143,Pennsylvania,9.45,1
